pmid,e1,e2,label,sentence
17957784_2008.ann,wogonin,breast cancer,5,"Herein, we investigated the in vitro and in vivo anticancer effects and associated mechanisms of wogonin in human breast cancer."
22392728_2012.ann,Histone deacetylase 6,liver cancer,5,Histone deacetylase 6 functions as a tumor suppressor by activating c-Jun NH2-terminal kinase-mediated beclin 1-dependent autophagic cell death in liver cancer.
22353783_2012.ann,Honokiol,breast cancer,5,Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway and inhibits breast carcinogenesis.
22353783_2012.ann,AMP-activated protein kinase,breast cancer,5,Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway and inhibits breast carcinogenesis.
22583478_2012.ann,progesterone,breast cancer,5,"However, the molecular mechanisms of progesterone action in  breast cancer still remain elusive."
24408928_2014.ann,Hypoxia-inducible factors,colorectal cancer,5,"Hypoxia-inducible factors (HIFs) accumulate in both neoplastic and inflammatory cells within the tumor microenvironment and impact the progression of a variety of diseases, including colorectal cancer."
16160472_2005.ann,thymidylate synthase,rectal cancer,5,"Immunohistochemical analysis of thymidylate synthase, thymidine phosphorylase, and dihydropyrimidine dehydrogenase in rectal cancer (cUICC II/III): correlation  with histopathologic tumor regression after 5-fluorouracil-based long-term neoadjuvant chemoradiotherapy."
16160472_2005.ann,thymidine phosphorylase,rectal cancer,5,"Immunohistochemical analysis of thymidylate synthase, thymidine phosphorylase, and dihydropyrimidine dehydrogenase in rectal cancer (cUICC II/III): correlation  with histopathologic tumor regression after 5-fluorouracil-based long-term neoadjuvant chemoradiotherapy."
16160472_2005.ann,dihydropyrimidine dehydrogenase,rectal cancer,5,"Immunohistochemical analysis of thymidylate synthase, thymidine phosphorylase, and dihydropyrimidine dehydrogenase in rectal cancer (cUICC II/III): correlation  with histopathologic tumor regression after 5-fluorouracil-based long-term neoadjuvant chemoradiotherapy."
15705887_2005.ann,folate,colon cancer,5,"In conclusion, Folbp1 and RFC1 genetically modified mice exhibit distinct changes in colonocyte phenotype and therefore have utility as models to examine the role of folate homeostasis in colon cancer development."
19775285_2010.ann,insulin,diabetic,5,"In conclusion, our results indicate that insulin-independent liver tumor promotion occurred in diabetic mice."
9458096_1998.ann,arachidonic acid,colorectal cancer,5,"In contrast, the high level of sPLA2 expression is more likely contributing to the elevated levels of arachidonic acid found in colorectal cancer and, in conjunction with the elevated expression of cyclooxygenase-2, could be another factor in tumor formation."
20197465_2010.ann,alpha-fetoprotein,hepatocarcinogenesis,5,"In HepG2 cells, transfection of RARgamma enhanced, whereas downregulation of RARgamma expression  by siRNA approach impaired, the effect of RA on inducing the expression of alpha-fetoprotein, a protein marker of hepatocarcinogenesis."
9458096_1998.ann,arachidonic acid,colorectal cancer,5,"In human colorectal cancer, both arachidonic acid and eicosanoid levels are elevated."
9458096_1998.ann,eicosanoid,colorectal cancer,5,"In human colorectal cancer, both arachidonic acid and eicosanoid levels are elevated."
14523586_2004.ann,iodine-124-labeled iodo-azomycin-galactoside,MCa breast tumors,5,"In the current study, serial microPET imaging was used to evaluate iodine-124-labeled iodo-azomycin-galactoside ((124)I-IAZG) (4.2-day physical half-life) as a hypoxia imaging agent in 17 MCa breast tumors and six FSaII fibrosarcomas implanted in mice."
14523586_2004.ann,(124)I-IAZG,MCa breast tumors,5,"In the current study, serial microPET imaging was used to evaluate iodine-124-labeled iodo-azomycin-galactoside ((124)I-IAZG) (4.2-day physical half-life) as a hypoxia imaging agent in 17 MCa breast tumors and six FSaII fibrosarcomas implanted in mice."
14523586_2004.ann,iodine-124-labeled iodo-azomycin-galactoside,FSaII fibrosarcomas,5,"In the current study, serial microPET imaging was used to evaluate iodine-124-labeled iodo-azomycin-galactoside ((124)I-IAZG) (4.2-day physical half-life) as a hypoxia imaging agent in 17 MCa breast tumors and six FSaII fibrosarcomas implanted in mice."
14523586_2004.ann,(124)I-IAZG,FSaII fibrosarcomas,5,"In the current study, serial microPET imaging was used to evaluate iodine-124-labeled iodo-azomycin-galactoside ((124)I-IAZG) (4.2-day physical half-life) as a hypoxia imaging agent in 17 MCa breast tumors and six FSaII fibrosarcomas implanted in mice."
22353783_2012.ann,honokiol,breast cancer,5,"In the present study, we sought to examine the effectiveness of honokiol in inhibiting migration and invasion of  breast cancer cells and to elucidate the underlying molecular mechanisms."
17908994_2007.ann,celecoxib,prostate cancer,5,"In this study, we determined the combined effect of celecoxib, a COX-2 inhibitor, along with exisulind (sulindac sulfone/Aptosyn) at low doses in  prostate cancer."
27197176_2016.ann,progastrin,colorectal cancer,5,"In this study, we investigated the role of progastrin in regulating CSC phenotype in advanced colorectal cancer."
17909072_2007.ann,estrogen,breast cancer,5,"In view of the strong association between estrogen, progesterone, prolactin, and breast cancer, the PhIP repertoire of hormone-like activities provides further mechanistic support for the tissue-specific carcinogenicity of the chemical."
17909072_2007.ann,progesterone,breast cancer,5,"In view of the strong association between estrogen, progesterone, prolactin, and breast cancer, the PhIP repertoire of hormone-like activities provides further mechanistic support for the tissue-specific carcinogenicity of the chemical."
17909072_2007.ann,prolactin,breast cancer,5,"In view of the strong association between estrogen, progesterone, prolactin, and breast cancer, the PhIP repertoire of hormone-like activities provides further mechanistic support for the tissue-specific carcinogenicity of the chemical."
23766363_2013.ann,nimbolide,colorectal cancer,5,"In vivo, nimbolide (at 5 and 20 mg/kg body weight), injected intraperitoneally after tumor inoculation, significantly decreased the volume of colorectal cancer xenografts."
11872629_2002.ann,choline,hepatocarcinogenesis,5,"Increased expression of cyclooxygenase-2 protein during rat hepatocarcinogenesis  caused by a choline-deficient, L-amino acid-defined diet and chemopreventive efficacy of a specific inhibitor, nimesulide."
11872629_2002.ann,L-amino acid,hepatocarcinogenesis,5,"Increased expression of cyclooxygenase-2 protein during rat hepatocarcinogenesis  caused by a choline-deficient, L-amino acid-defined diet and chemopreventive efficacy of a specific inhibitor, nimesulide."
11872629_2002.ann,nimesulide,hepatocarcinogenesis,5,"Increased expression of cyclooxygenase-2 protein during rat hepatocarcinogenesis  caused by a choline-deficient, L-amino acid-defined diet and chemopreventive efficacy of a specific inhibitor, nimesulide."
20116663_2010.ann,licorice flavonoid oil,hepatocarcinogenesis,5,Inhibition by licorice flavonoid oil of glutathione S-transferase-positive foci in the medium-term rat hepatocarcinogenesis bioassay.
21858812_2012.ann,sorafenib,hepatocellular carcinoma,5,Inhibition of autophagy potentiates the antitumor effect of the multikinase inhibitor sorafenib in hepatocellular carcinoma.
24408928_2014.ann,hypoxia-inducible factors,colorectal cancer,5,Inhibition of hypoxia-inducible factors limits tumor progression in a mouse model of colorectal cancer.
22203730_2012.ann,nitidine chloride,gastric cancer,5,Inhibition of STAT3 signaling pathway by nitidine chloride suppressed the angiogenesis and growth of human gastric cancer.
17498859_2007.ann,N-diethylnitrosamine,hepatocarcinogenesis,5,injection of N-diethylnitrosamine (DEN) to initiate hepatocarcinogenesis.
19775285_2010.ann,Insulin,diabetic,5,Insulin-independent promotion of chemically induced hepatocellular tumor development in genetically diabetic mice.
14656947_2004.ann,isoflavones,prostate cancer,5,Intake of isoflavones derived from soybean products may impact on prostate cancer risk.
15765122_2005.ann,diethylnitrosamine,hepatocarcinogenesis,5,Interferon-gamma-mediated hepatocarcinogenesis in mice treated with diethylnitrosamine.
12885482_2003.ann,TCF/beta catenin,colorectal cancer,5,"INTERPRETATION: Stimulation of survivin expression by TCF/beta catenin might impose a stem cell-like phenotype to colonic crypt epithelium coupling enhanced cell proliferation with resistance to apoptosis, and contribute to the molecular pathogenesis of colorectal cancer."
26084280_2015.ann,non-receptor tyrosine kinase,breast cancers,5,INTRODUCTION: Protein tyrosine kinase 6 (PTK6) is a non-receptor tyrosine kinase  that is highly expressed in Human Epidermal Growth Factor 2(+) (Her2(+)) breast cancers.
22854281_2012.ann,furanodiene,breast cancer,5,"Ling extract, which has a high furanodiene content, showed anti-cancer effects in breast cancer cells in vitro."
21878202_2011.ann,caspase-8,hepatocarcinogenesis,5,Loss of caspase-8 protects mice against inflammation-related hepatocarcinogenesis but induces non-apoptotic liver injury.
21878202_2011.ann,caspase-8,liver injury,5,Loss of caspase-8 protects mice against inflammation-related hepatocarcinogenesis but induces non-apoptotic liver injury.
21159647_2010.ann,diethylnitrosamine,hepatocarcinogenesis,5,Loss of metallothionein predisposes mice to diethylnitrosamine-induced hepatocarcinogenesis by activating NF-kappaB target genes.
26844701_2016.ann,Caspase-3,colorectal cancer,5,Low levels of Caspase-3 predict favourable response to 5FU-based chemotherapy in  advanced colorectal cancer: Caspase-3 inhibition as a therapeutic approach.
20979057_2011.ann,phosphatase,liver tumor,5,Lupeol targets liver tumor-initiating cells through phosphatase and tensin homolog modulation.
20979057_2011.ann,Lupeol,liver tumor,5,Lupeol targets liver tumor-initiating cells through phosphatase and tensin homolog modulation.
24144777_2013.ann,Lycopene,hepatocarcinogenesis,5,"Lycopene modulates initiation of N-nitrosodiethylamine induced hepatocarcinogenesis: studies on chromosomal abnormalities, membrane fluidity and antioxidant defense system."
19850985_2008.ann,6-glucosephosphatase (G-6-Pase),hepatocarcinogenesis,5,"METHODS: A Solt-Farber two-step test model of hepatocarcino genesis was established by diethylnitrosamine (DEN) and 2-acetylaminofluorene (AAF) in rats to investigate the modifying effects of expression of 6-glucosephosphatase (G-6-Pase), succinodehydrogenase (SDH), adenosine triphosphatase (ATPase) in N-nitrosodiethylamine-mediated hepatocarcinogenesis."
19850985_2008.ann,6-glucosephosphatase,hepatocarcinogenesis,5,"METHODS: A Solt-Farber two-step test model of hepatocarcino genesis was established by diethylnitrosamine (DEN) and 2-acetylaminofluorene (AAF) in rats to investigate the modifying effects of expression of 6-glucosephosphatase (G-6-Pase), succinodehydrogenase (SDH), adenosine triphosphatase (ATPase) in N-nitrosodiethylamine-mediated hepatocarcinogenesis."
19850985_2008.ann,G-6-Pase,hepatocarcinogenesis,5,"METHODS: A Solt-Farber two-step test model of hepatocarcino genesis was established by diethylnitrosamine (DEN) and 2-acetylaminofluorene (AAF) in rats to investigate the modifying effects of expression of 6-glucosephosphatase (G-6-Pase), succinodehydrogenase (SDH), adenosine triphosphatase (ATPase) in N-nitrosodiethylamine-mediated hepatocarcinogenesis."
19850985_2008.ann,succinodehydrogenase,hepatocarcinogenesis,5,"METHODS: A Solt-Farber two-step test model of hepatocarcino genesis was established by diethylnitrosamine (DEN) and 2-acetylaminofluorene (AAF) in rats to investigate the modifying effects of expression of 6-glucosephosphatase (G-6-Pase), succinodehydrogenase (SDH), adenosine triphosphatase (ATPase) in N-nitrosodiethylamine-mediated hepatocarcinogenesis."
19850985_2008.ann,adenosine triphosphatase,hepatocarcinogenesis,5,"METHODS: A Solt-Farber two-step test model of hepatocarcino genesis was established by diethylnitrosamine (DEN) and 2-acetylaminofluorene (AAF) in rats to investigate the modifying effects of expression of 6-glucosephosphatase (G-6-Pase), succinodehydrogenase (SDH), adenosine triphosphatase (ATPase) in N-nitrosodiethylamine-mediated hepatocarcinogenesis."
24204981_2013.ann,methionine,steatohepatitis,5,METHODS: Male C57BL/6 mice were fed with a methionine and choline-deficient (MCD) diet to induce steatohepatitis.
24204981_2013.ann,choline,steatohepatitis,5,METHODS: Male C57BL/6 mice were fed with a methionine and choline-deficient (MCD) diet to induce steatohepatitis.
15608557_2004.ann,fluorouracil,colorectal cancer,5,Methylenetetrahydrofolate reductase gene polymorphisms and response to fluorouracil-based treatment in advanced colorectal cancer patients.
15608557_2004.ann,Methylenetetrahydrofolate reductase,colorectal cancer,5,Methylenetetrahydrofolate reductase gene polymorphisms and response to fluorouracil-based treatment in advanced colorectal cancer patients.
20890892_2010.ann,methionine adenosyltransferase 1A,hepatocellular carcinoma (HCC),5,"Mice lacking methionine adenosyltransferase 1A (MAT1A) have reduced PHB1 expression, impaired mitochondrial function, and spontaneously develop hepatocellular carcinoma (HCC)."
18547703_2008.ann,chitin,hepatocarcinogenesis,5,"Modifying effects of chitin, chitosan and their related compounds on 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline (MeIQx) in a rat medium-term hepatocarcinogenesis model, and their post-initiation effects in a female rat 2-stage multi-organ carcinogenesis model."
18547703_2008.ann,chitosan,hepatocarcinogenesis,5,"Modifying effects of chitin, chitosan and their related compounds on 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline (MeIQx) in a rat medium-term hepatocarcinogenesis model, and their post-initiation effects in a female rat 2-stage multi-organ carcinogenesis model."
18547703_2008.ann,"2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline",hepatocarcinogenesis,5,"Modifying effects of chitin, chitosan and their related compounds on 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline (MeIQx) in a rat medium-term hepatocarcinogenesis model, and their post-initiation effects in a female rat 2-stage multi-organ carcinogenesis model."
24418717_2014.ann,indole-3-carbinol,liver tumor,5,Modifying effects of liver tumor promotion in rats subjected to co-administration of indole-3-carbinol and phenobarbital.
24418717_2014.ann,phenobarbital,liver tumor,5,Modifying effects of liver tumor promotion in rats subjected to co-administration of indole-3-carbinol and phenobarbital.
24552772_2014.ann,Monensin,multiple intestinal neoplasia,5,Monensin inhibits canonical Wnt signaling in human colorectal cancer cells and suppresses tumor growth in multiple intestinal neoplasia mice.
16356827_2006.ann,Mycophenolic acid,prostate cancer,5,"Mycophenolic acid-induced replication arrest, differentiation markers and cell death of androgen-independent prostate cancer cells DU145."
16356827_2006.ann,androgen,prostate cancer,5,"Mycophenolic acid-induced replication arrest, differentiation markers and cell death of androgen-independent prostate cancer cells DU145."
25056574_2014.ann,Nestin,adenomatous polyposis coli,5,"Nestin silencing also upregulated Axin, glycogen synthase kinase-3 beta (GSK-3beta), adenomatous polyposis coli (APC), and peroxisome proliferator-activated receptor alpha (PPARa), and downregulated beta-catenin, c-Myc, cyclin D and MMP-7 expression in CSC."
21630261_2012.ann,Neurotensin receptor-1,colon cancers,5,Neurotensin receptor-1 (NTR-1) is overexpressed in colon cancers and colon cancer cell lines.
25811798_2015.ann,Nifuroxazide,breast cancer,5,Nifuroxazide induces apoptosis and impairs pulmonary metastasis in breast cancer  model.
16818512_2006.ann,azoxymethane,colon cancer,5,Nitric oxide-releasing aspirin and indomethacin are potent inhibitors against colon cancer in azoxymethane-treated rats: effects on molecular targets.
22272000_2009.ann,Fenofibrate,Hepatocarcinogenesis,5,No Modifying Effect of Antioxidant N-Acetyl-L-Cysteine on Fenofibrate-induced Hepatocarcinogenesis in Rats.
16331619_2006.ann,Maspin,colon cancer,5,Nuclear Maspin expression is highly predictive of 5-FU chemotherapy response in patients  with advanced stage colon cancer.
21917648_2012.ann,Vitamin D(3) upregulated protein 1,gastric cancer,5,"OBJECTIVE: Vitamin D(3) upregulated protein 1 (VDUP1) is a potent tumour suppressor whose expression is dramatically reduced in various types of human cancers, including gastric cancer."
20112253_2010.ann,polo-like kinases,hepatocellular carcinoma,5,Oncogenic and tumor suppressive roles of polo-like kinases in human hepatocellular carcinoma.
19775285_2010.ann,insulin,hyperinsulinemia,5,One reasonable possibility is that this is attributable to hyperinsulinemia compensatory for obesity-related insulin resistance.
23824743_2013.ann,isorhamnetin,colon cancer,5,"Our observations suggest the chemoprotective effects of isorhamnetin in colon cancer are linked to its anti-inflammatory activities and its inhibition of oncogenic Src activity and consequential loss of nuclear beta-catenin, activities that are dependent on CSK  expression."
22613095_2012.ann,panobinostat,triple-negative breast cancer,5,Our results demonstrate a potential therapeutic role of panobinostat in targeting aggressive  triple-negative breast cancer cell types.
26310874_2015.ann,resveratrol,CRC,5,"Our results demonstrate that resveratrol can potentiate the anti-tumor effects of 5-FU on CRC cells by chemosensitizing them, inhibiting an EMT phenotype via up-regulation of intercellular junctions and by down-regulation of NF-kappaB pathway."
26310874_2015.ann,5-FU,CRC,5,"Our results demonstrate that resveratrol can potentiate the anti-tumor effects of 5-FU on CRC cells by chemosensitizing them, inhibiting an EMT phenotype via up-regulation of intercellular junctions and by down-regulation of NF-kappaB pathway."
21565489_2011.ann,2-SeCD,breast cancer,5,"Overall, 2-SeCD sensitises resistant breast cancer cells to TRAIL-based apoptosis in vitro and in vivo."
18927292_2008.ann,5-lipoxygenase,colon cancer,5,Overexpression of 5-lipoxygenase in colon polyps and cancer and the effect of 5-LOX inhibitors in vitro and in a murine model.
19037088_2009.ann,cyclooxygenase 2,colorectal cancer,5,Overexpression of cyclooxygenase 2 (COX2) and uncontrolled wingless and Int (Wnt)-signaling pathway have long been suggested to play crucial roles in colorectal cancer.
19037088_2009.ann,COX2,colorectal cancer,5,Overexpression of cyclooxygenase 2 (COX2) and uncontrolled wingless and Int (Wnt)-signaling pathway have long been suggested to play crucial roles in colorectal cancer.
27450326_2016.ann,cyclooxygenase 2,lung cancers,5,Overexpression of cyclooxygenase 2 (COX-2) is frequently found in early and advanced lung cancers.
12384525_2002.ann,phenobarbital,liver tumors,5,Overexpression of glutamine synthetase is associated with beta-catenin-mutations  in mouse liver tumors during promotion of hepatocarcinogenesis by phenobarbital.
16298452_2006.ann,Pamidronate,hepatocellular carcinoma,5,"Pamidronate induced anti-proliferative, apoptotic, and anti-migratory effects in  hepatocellular carcinoma."
22710713_2013.ann,insulin-like growth factor 1,CRC,5,"Past studies have shown that amplified insulin-like growth factor 1 (IGF1)/IGF1 receptor (IGF1-R) signalling has an important role in colorectal cancer (CRC) development, progression and resistance to treatment."
15341023_2004.ann,estrogen,hepatocellular carcinoma,5,Polymorphisms of estrogen-metabolizing genes and risk of hepatocellular carcinoma in Taiwan females.
17985342_2008.ann,zinc,upper aerodigestive tract cancer,5,Prevention of upper aerodigestive tract cancer in zinc-deficient rodents: inefficacy of genetic or pharmacological disruption of COX-2.
24164383_2014.ann,alcohol,hepatocarcinogenesis,5,"Previously,  we showed that habitual heavy alcohol ingestion amplified age-related hepatocarcinogenesis in P rats, with over 80% of alcohol-consuming P rats developing HCCs after 18 months of alcohol exposure, compared with only 5% of water-drinking controls."
12060633_2002.ann,metallothionein,gastrointestinal cancer,5,Prognostic significance of metallothionein in human gastrointestinal cancer.
21984479_2012.ann,perfluoroalkyl acids,hepatocarcinogenesis,5,Promotion of hepatocarcinogenesis by perfluoroalkyl acids in rainbow trout.
19221092_2009.ann,Protein kinase Cbeta,colon cancer,5,Protein kinase Cbeta is an effective target for chemoprevention of colon cancer.
19221092_2009.ann,Protein kinase CbetaII,colon carcinogenesis,5,Protein kinase CbetaII (PKCbetaII) plays a requisite role in the initiation of colon carcinogenesis in a preclinical mouse model by promoting proliferation and increased beta-catenin accumulation.
25149539_2014.ann,Protein kinase D1,colon cancer,5,Protein kinase D1 attenuates tumorigenesis in colon cancer by modulating beta-catenin/T cell factor activity.
18413838_2008.ann,Fatty acid synthase (FAS),lung cancer,5,"PURPOSE: Fatty acid synthase (FAS) is overexpressed in lung cancer, and we have investigated the potential use of FAS inhibitors for chemoprevention of lung cancer."
18413838_2008.ann,Fatty acid synthase,lung cancer,5,"PURPOSE: Fatty acid synthase (FAS) is overexpressed in lung cancer, and we have investigated the potential use of FAS inhibitors for chemoprevention of lung cancer."
19366832_2009.ann,insulin-like growth factor (IGF,colon cancer,5,"PURPOSE: Obesity and related metabolic abnormalities, including insulin resistance and activation of the insulin-like growth factor (IGF)/IGF-I receptor  (IGF-IR) axis, are risk factors for colon cancer."
19366832_2009.ann,insulin-like growth factor,colon cancer,5,"PURPOSE: Obesity and related metabolic abnormalities, including insulin resistance and activation of the insulin-like growth factor (IGF)/IGF-I receptor  (IGF-IR) axis, are risk factors for colon cancer."
19861436_2009.ann,Signal transducer and activator of transcription-3,non-small cell lung cancer,5,"PURPOSE: Signal transducer and activator of transcription-3 (STAT3) is downstream of growth factor and cytokine receptors, and regulates key oncogenic pathways in  non-small cell lung cancer (NSCLC)."
9743297_1998.ann,basic fibroblast growth factor,colorectal cancer,5,Quantitative analysis of basic fibroblast growth factor and vascular endothelial  growth factor in human colorectal cancer.
10419916_1999.ann,cyclooxygenase 2 proteins,hereditary nonpolyposis colorectal cancers,5,Reduced expression of cyclooxygenase 2 proteins in hereditary nonpolyposis colorectal cancers relative to sporadic cancers.
10866311_2000.ann,interferon gamma,colon cancer,5,"Regrowth of 5-fluorouracil-treated human colon cancer cells is prevented by the combination of interferon gamma, indomethacin, and phenylbutyrate."
10866311_2000.ann,indomethacin,colon cancer,5,"Regrowth of 5-fluorouracil-treated human colon cancer cells is prevented by the combination of interferon gamma, indomethacin, and phenylbutyrate."
10866311_2000.ann,phenylbutyrate,colon cancer,5,"Regrowth of 5-fluorouracil-treated human colon cancer cells is prevented by the combination of interferon gamma, indomethacin, and phenylbutyrate."
10866311_2000.ann,5-fluorouracil,colon cancer,5,"Regrowth of 5-fluorouracil-treated human colon cancer cells is prevented by the combination of interferon gamma, indomethacin, and phenylbutyrate."
18927292_2008.ann,5-LOX,adenomatous polyps,5,RESULTS: 5-LOX is overexpressed in adenomatous polyps and cancer compared with that of normal colonic mucosa.
19549529_2009.ann,osteopontin,colon cancer,5,"RESULTS: Microarray analysis revealed that osteopontin, a marker of colon cancer progression, was down-regulated in polyps from Apc(Delta14/+) mice given parecoxib compared with controls."
25056574_2014.ann,Nestin,triple-negative breast cancer,5,RESULTS: Nestin expression was significantly associated with poor survival in patients with triple-negative breast cancer (P = 0.01).
26310874_2015.ann,Resveratrol,colorectal cancer,5,"Resveratrol induces chemosensitization to 5-fluorouracil through up-regulation of intercellular junctions, Epithelial-to-mesenchymal transition and apoptosis in colorectal cancer."
27578530_2016.ann,pimozide,pancreatic cancer,5,"RNA interference knockdown of DRD2 or inhibition with pharmacologic antagonists (pimozide and haloperidol) reduced proliferation of pancreatic cancer cells, induced endoplasmic reticulum stress and apoptosis, and  reduced cell migration."
27578530_2016.ann,haloperidol,pancreatic cancer,5,"RNA interference knockdown of DRD2 or inhibition with pharmacologic antagonists (pimozide and haloperidol) reduced proliferation of pancreatic cancer cells, induced endoplasmic reticulum stress and apoptosis, and  reduced cell migration."
19711427_2009.ann,choline,hepatocarcinogenesis,5,Role of microRNA-155 at early stages of hepatocarcinogenesis induced by choline-deficient and amino acid-defined diet in C57BL/6 mice.
19711427_2009.ann,amino acid,hepatocarcinogenesis,5,Role of microRNA-155 at early stages of hepatocarcinogenesis induced by choline-deficient and amino acid-defined diet in C57BL/6 mice.
22318685_2012.ann,methionine adenosyltransferases,liver cancer,5,Role of transcriptional and posttranscriptional regulation of methionine adenosyltransferases in liver cancer progression.
16061884_2005.ann,Roxithromycin,hepatocellular carcinoma,5,Roxithromycin inhibits constitutive activation of nuclear factor {kappa}B by diminishing oxidative stress in a rat model of hepatocellular carcinoma.
21565489_2011.ann,Seleno-cyclodextrin,breast cancer,5,Seleno-cyclodextrin sensitises human breast cancer cells to TRAIL-induced apoptosis through DR5 induction and NF-kappaB suppression.
16170372_2005.ann,Selenoprotein,hepatocarcinogenesis,5,Selenoprotein deficiency and high levels of selenium compounds can effectively inhibit hepatocarcinogenesis in transgenic mice.
21741923_2011.ann,Signal transducer and activator of transcription 3,colon cancer,5,Signal transducer and activator of transcription 3 (STAT3) mediates pathogenesis of colon cancer and is a substrate of PTK6.
18521906_2008.ann,Simvastatin,colitis,5,"Simvastatin induces apoptosis in human colon cancer cells and in tumor xenografts, and attenuates colitis-associated colon cancer in mice."
12902981_2003.ann,Sodium butyrate,colon cancer,5,"Sodium butyrate (NaB) inhibits proliferation, stimulates apoptosis, and promotes  differentiation of human colon cancer cells along the absorptive phenotype."
21604268_2012.ann,Sorafenib,hepatocellular carcinoma,5,Sorafenib sensitizes hepatocellular carcinoma cells to physiological apoptotic stimuli.
26940565_2016.ann,"3,19-(2-bromobenzylidene)andrographolide",breast cancer,5,"SRJ09 (3,19-(2-bromobenzylidene)andrographolide), a semisynthetic andrographolide (AGP) derivative, was shown to induce G1 cell cycle arrest and eventually apoptosis in breast and colon cancer cell lines."
26940565_2016.ann,"3,19-(2-bromobenzylidene)andrographolide",colon cancer,5,"SRJ09 (3,19-(2-bromobenzylidene)andrographolide), a semisynthetic andrographolide (AGP) derivative, was shown to induce G1 cell cycle arrest and eventually apoptosis in breast and colon cancer cell lines."
25503930_2015.ann,15-PGDH,colon tumor,5,Sulindac reversal of 15-PGDH-mediated resistance to colon tumor chemoprevention with NSAIDs.
25503930_2015.ann,Sulindac,colon tumor,5,Sulindac reversal of 15-PGDH-mediated resistance to colon tumor chemoprevention with NSAIDs.
21445586_2011.ann,phenobarbital,liver tumor,5,Suppressive effect of enzymatically modified isoquercitrin on phenobarbital-induced liver tumor promotion in rats.
21445586_2011.ann,enzymatically modified isoquercitrin,liver tumor,5,Suppressive effect of enzymatically modified isoquercitrin on phenobarbital-induced liver tumor promotion in rats.
24025784_2013.ann,phenobarbital,liver tumor,5,Suppressive effect of liver tumor-promoting activities in rats subjected to combined administration of phenobarbital and piperonyl butoxide.
24025784_2013.ann,piperonyl butoxide,liver tumor,5,Suppressive effect of liver tumor-promoting activities in rats subjected to combined administration of phenobarbital and piperonyl butoxide.
26771139_2016.ann,Survivin,gastric cancer,5,"Survivin overexpression is associated with poor prognosis of human gastric cancer, and is a target for gastric cancer therapy."
12907637_2003.ann,aflatoxin B1,hepatocellular carcinoma,5,Susceptibility to aflatoxin B1-related primary hepatocellular carcinoma in mice and humans.
28207072_2017.ann,atorvastatin,colon carcinogenesis,5,Synergistic chemopreventive effects of nobiletin and atorvastatin on colon carcinogenesis.
27735939_2016.ann,pectolinarigenin,osteosarcoma,5,"Taken together, our findings demonstrate that pectolinarigenin may be a candidate for osteosarcoma intervention linked to its STAT3 signaling inhibitory activity."
22159220_2012.ann,decorin,colorectal cancer,5,"Taken together, our results provide direct evidence that decorin-mediated inhibition of colorectal cancer growth and migration are through the interaction with and stabilization of E-cadherin."
23427297_2013.ann,Tandutinib,colon cancer,5,Tandutinib inhibits the Akt/mTOR signaling pathway to inhibit colon cancer growth.
17909047_2007.ann,cyclooxygenase-2,intestinal cancer,5,Targeting cyclooxygenase-2 and the epidermal growth factor receptor for the prevention and treatment of intestinal cancer.
18397917_2008.ann,cytochrome P450,hepatocarcinogenesis,5,"The aim of this work was to characterize the effect of CAPE on cytochrome P450 (CYP), which is involved in diethylnitrosamine (DEN) metabolism during the initiation stage of chemical hepatocarcinogenesis."
15592521_2005.ann,Heregulin,metastatic breast cancer,5,"The angiogenic inducer CYR61 is differentially overexpressed in breast cancer cells exhibiting high levels of Heregulin (HRG), a growth factor closely associated with a metastatic breast cancer phenotype."
22005518_2012.ann,thymoquinone,colon cancer,5,"The anti-tumor effects of thymoquinone have also been investigated in tumor xenograft mice models for colon, prostate, pancreatic and lung cancer."
22005518_2012.ann,thymoquinone,prostate cancer,5,"The anti-tumor effects of thymoquinone have also been investigated in tumor xenograft mice models for colon, prostate, pancreatic and lung cancer."
22005518_2012.ann,thymoquinone,lung cancer,5,"The anti-tumor effects of thymoquinone have also been investigated in tumor xenograft mice models for colon, prostate, pancreatic and lung cancer."
18927292_2008.ann,5-LOX,colon cancer,5,The blockade of 5-LOX inhibits colon cancer cell proliferation both in vitro and in vivo and may prove  a beneficial chemopreventive therapy in colon cancer.
17909072_2007.ann,"2-amino-3-methylimidazo[4,5-b]pyridine",breast cancer,5,"The cooked meat derived genotoxic carcinogen 2-amino-3-methylimidazo[4,5-b]pyridine has potent hormone-like activity: mechanistic support for a role in breast cancer."
12432545_2002.ann,copper chelator trientine,hepatocellular carcinoma,5,"The copper chelator trientine has an antiangiogenic effect against hepatocellular carcinoma, possibly through inhibition of interleukin-8 production."
15059925_2004.ann,defensins,colon cancers,5,"the defensins and matrilysin,  were highly overexpressed in colon cancers."
15059925_2004.ann,matrilysin,colon cancers,5,"the defensins and matrilysin,  were highly overexpressed in colon cancers."
